Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,1.0,1.0
1,0.9997,0.9996,0.9998
2,0.9972,0.997,0.9974
3,0.996,0.9957,0.9962
4,0.9954,0.9951,0.9957
5,0.9946,0.9943,0.9949
6,0.9943,0.9939,0.9945
7,0.994,0.9937,0.9943
8,0.9939,0.9935,0.9942
9,0.9935,0.9932,0.9938
10,0.9933,0.993,0.9936
11,0.9932,0.9929,0.9935
12,0.993,0.9927,0.9934
13,0.9927,0.9923,0.993
14,0.9721,0.9715,0.9728
15,0.7164,0.7146,0.7182
16,0.2539,0.2521,0.2556
17,0.0569,0.056,0.0578
18,0.0147,0.0143,0.0152
19,0.0069,0.0066,0.0073
20,0.0052,0.0049,0.0055
21,0.0044,0.0041,0.0046
22,0.0041,0.0038,0.0044
23,0.0038,0.0036,0.004
24,0.0037,0.0034,0.0039
25,0.0036,0.0033,0.0038
26,0.0034,0.0032,0.0037
27,0.0033,0.0031,0.0036
28,0.0033,0.0031,0.0035
29,0.0032,0.0029,0.0034
30,0.0031,0.0029,0.0033
