Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0017874553136171597,0.0,0.0
4,0.004074898127546811,0.0,0.0
5,0.007593560160995975,0.0,0.0
6,0.012418439539011525,0.0,0.0
7,0.018930776730581734,0.0,0.0
8,0.02648058798530037,0.0,0.0
9,0.03465538361540962,0.0,0.0
10,0.051161220969475764,0.0,0.0
11,0.16333966650833728,0.0,1.0
12,0.44326391840203994,0.0,2.0
13,0.9114522136946577,0.0,3.0
14,1.5687732806679833,0.0,4.0
15,2.3848841278968025,0.0,5.0
16,3.29622384440389,0.0,6.0
17,4.254306142346441,0.0,7.0
18,5.233456663583411,1.0,8.0
19,6.22137571560711,2.0,9.0
20,7.213563410914727,3.0,10.0
21,8.20795105122372,4.0,11.0
22,9.203832404189896,5.0,12.0
23,10.20063873403165,6.0,13.0
24,11.19817629559261,7.0,14.0
25,12.196070098247544,8.0,15.0
26,13.194476388090298,9.0,16.0
27,14.193226419339517,10.0,17.0
28,15.19228894277643,11.0,18.0
29,16.191526461838453,12.0,19.0
30,17.19090772730682,13.0,20.0
