Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,1.0
11,0.0,0.0,2.0
12,0.0,0.0,3.0
13,0.0,0.0,4.0
14,0.0,0.0,5.0
15,0.0,0.0,6.0
16,0.0,0.0,7.0
17,0.0,0.0,8.0
18,0.0,0.0,9.0
19,1.0,0.0,10.0
20,2.0,0.0,11.0
21,3.0,0.0,12.0
22,4.0,0.0,13.0
23,5.0,0.0,14.0
24,6.0,0.0,15.0
25,7.0,0.0,16.0
26,8.0,0.0,17.0
27,9.0,1.0,18.0
28,10.0,2.0,19.0
29,11.0,3.0,20.0
30,12.0,4.0,21.0
