Day of isolation,Mean,Lower_CI,Upper_CI
0,19.0,15.0,24.0
1,18.0,14.0,23.0
2,17.0,13.0,22.0
3,16.0,12.0,21.0
4,15.0,11.0,20.0
5,14.0,10.0,19.0
6,13.0,9.0,18.0
7,12.0,8.0,17.0
8,11.0,7.0,16.0
9,10.0,6.0,15.0
10,9.0,5.0,14.0
11,8.0,4.0,13.0
12,7.0,3.0,12.0
13,6.0,2.0,11.0
14,5.0,1.0,10.0
15,4.0,0.0,9.0
16,3.0,0.0,8.0
17,2.0,0.0,7.0
18,1.0,0.0,6.0
19,0.0,0.0,5.0
20,0.0,0.0,4.0
21,0.0,0.0,3.0
22,0.0,0.0,2.0
23,0.0,0.0,1.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
