Day of isolation,Mean,Lower_CI,Upper_CI
0,5.104960844127228,1.841166566208672,19.424288619308353
1,5.104960844127228,1.841166566208672,19.424288619308353
2,4.278077250652761,1.5258101972155467,16.982437311606176
3,3.0916799378279407,0.9437012922032375,14.010450697162053
4,1.9641403105689887,0.46919147052461607,11.256623016944065
5,1.0017305674101298,0.09336653728350176,8.817718986602848
6,0.23804584794514927,0.0,6.359408369289104
7,0.0,0.0,4.537679922431177
8,0.0,0.0,2.9993146549997247
9,0.0,0.0,1.9640501152318508
10,0.0,0.0,1.0723101143592997
11,0.0,0.0,0.46874298440095696
12,0.0,0.0,0.12817161181712589
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
