Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,1.0,0.9995,1.0
4,1.0,0.9995,1.0
5,0.9998,0.9991,0.9999
6,0.9976,0.9963,0.9985
7,0.9885,0.9859,0.9906
8,0.9304,0.9246,0.9358
9,0.5973,0.5865,0.608
10,0.3626,0.3521,0.3732
11,0.2527,0.2433,0.2624
12,0.1702,0.1621,0.1786
13,0.1152,0.1084,0.1224
14,0.0832,0.0774,0.0895
15,0.0621,0.057,0.0676
16,0.0425,0.0383,0.0471
17,0.029,0.0255,0.0329
18,0.0225,0.0195,0.026
19,0.017,0.0144,0.0201
20,0.0139,0.0115,0.0167
21,0.0129,0.0106,0.0156
22,0.0121,0.0099,0.0148
23,0.0116,0.0095,0.0142
24,0.0106,0.0086,0.0131
25,0.0105,0.0085,0.013
26,0.01,0.008,0.0124
27,0.0099,0.0079,0.0123
28,0.0096,0.0077,0.012
29,0.009,0.0071,0.0113
30,0.0081,0.0064,0.0103
