Day of isolation,Mean,Lower_CI,Upper_CI
0,58.039569775373636,4.879722301222261,99.93277496053939
1,56.561874358375704,3.477904032965348,98.49279671895114
2,52.37159063429954,1.2417705157777696,94.17106030588752
3,47.41429518039385,0.0627296941567122,89.69439816627484
4,42.08426798314537,0.0,85.83768066866635
5,36.845755227048386,0.0,81.59655254254774
6,31.786696056483386,0.0,77.63306946937941
7,26.912642748850796,0.0,73.39428639657253
8,22.583967052656654,0.0,69.20894424064979
9,18.48931565671159,0.0,65.2024075469513
10,14.837532563431761,0.0,60.9261896881875
11,11.5556961461915,0.0,56.986658409201105
12,8.725039652863753,0.0,53.01420207659486
13,6.291636064845717,0.0,49.262445223124615
14,4.288042617408362,0.0,45.41673396104025
15,2.621596084470317,0.0,41.70077878940637
16,1.3742536246964543,0.0,38.153898183506364
17,0.5200740292323616,0.0,34.74844617057142
18,0.06046053970131826,0.0,31.43159187569886
19,0.0,0.0,28.25391692229914
20,0.0,0.0,25.2688746237046
21,0.0,0.0,22.391161690762424
22,0.0,0.0,19.677839976443437
23,0.0,0.0,16.996234924575973
24,0.0,0.0,14.466857391377124
25,0.0,0.0,12.108538556694622
26,0.0,0.0,9.868840326166818
27,0.0,0.0,7.727680024061994
28,0.0,0.0,5.669827196036485
29,0.0,0.0,3.6963324955608727
30,0.0,0.0,1.8063495266598268
