Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,0.9936,0.9916,0.9952
3,0.9575,0.9529,0.9617
4,0.9235,0.9175,0.9292
5,0.8983,0.8915,0.9047
6,0.8771,0.8697,0.8841
7,0.8502,0.8422,0.8579
8,0.8092,0.8005,0.8177
9,0.7922,0.7832,0.801
10,0.7865,0.7774,0.7953
11,0.7801,0.7709,0.789
12,0.7729,0.7636,0.7819
13,0.7634,0.7539,0.7726
14,0.7574,0.7479,0.7666
15,0.752,0.7424,0.7613
16,0.747,0.7374,0.7564
17,0.7368,0.727,0.7463
18,0.6777,0.6673,0.6878
19,0.5219,0.5109,0.5328
20,0.3724,0.3619,0.3831
21,0.2976,0.2877,0.3077
22,0.2468,0.2374,0.2563
23,0.2108,0.202,0.2198
24,0.1842,0.1758,0.1928
25,0.1562,0.1484,0.1643
26,0.1346,0.1273,0.1422
27,0.1186,0.1117,0.1258
28,0.1014,0.095,0.1083
29,0.0887,0.0827,0.0951
30,0.0767,0.0711,0.0827
