Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9197,1.0
1,1.0,0.9197,1.0
2,0.75,0.6056,0.8543
3,0.75,0.6056,0.8543
4,0.75,0.6056,0.8543
5,0.75,0.6056,0.8543
6,0.75,0.6056,0.8543
7,0.75,0.6056,0.8543
8,0.75,0.6056,0.8543
9,0.75,0.6056,0.8543
10,0.75,0.6056,0.8543
11,0.75,0.6056,0.8543
12,0.75,0.6056,0.8543
13,0.75,0.6056,0.8543
14,0.75,0.6056,0.8543
15,0.75,0.6056,0.8543
16,0.75,0.6056,0.8543
17,0.75,0.6056,0.8543
18,0.75,0.6056,0.8543
19,0.75,0.6056,0.8543
20,0.75,0.6056,0.8543
21,0.75,0.6056,0.8543
22,0.75,0.6056,0.8543
23,0.75,0.6056,0.8543
24,0.75,0.6056,0.8543
25,0.75,0.6056,0.8543
26,0.7273,0.5815,0.8365
27,0.7045,0.5578,0.8184
28,0.6591,0.5114,0.7812
29,0.6591,0.5114,0.7812
30,0.6364,0.4887,0.7622
