Day of isolation,Mean,Lower_CI,Upper_CI
0,18.0,16.0,20.0
1,17.0,15.0,19.0
2,16.0,14.0,18.0
3,15.0,13.0,17.0
4,14.0,12.0,16.0
5,13.0,11.0,15.0
6,12.0,10.0,14.0
7,11.0,9.0,13.0
8,10.0,8.0,12.0
9,9.0,7.0,11.0
10,8.0,6.0,10.0
11,7.0,5.0,9.0
12,6.0,4.0,8.0
13,5.0,3.0,7.0
14,4.0,2.0,6.0
15,3.0,1.0,5.0
16,2.0,0.0,4.0
17,1.0,0.0,3.0
18,0.0,0.0,2.0
19,0.0,0.0,1.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
