Day of isolation,Mean,Lower_CI,Upper_CI
0,17.416295842603933,15.0,21.0
1,16.416295842603933,14.0,20.0
2,15.416295842603935,13.0,19.0
3,14.416977075573111,12.0,18.0
4,13.417989550261243,11.0,17.0
5,12.419114522136947,10.0,16.0
6,11.420851978700533,9.0,15.0
7,10.423176920576985,8.0,14.0
8,9.426539336516587,7.0,13.0
9,8.430476738081548,6.0,12.0
10,7.435020374490637,5.0,11.0
11,6.440420239494013,4.0,10.0
12,5.446357591060224,3.0,9.0
13,4.452582435439114,2.0,8.0
14,3.459713507162321,1.0,7.0
15,2.469875753106172,0.0,6.0
16,1.5091372715682108,0.0,5.0
17,0.7307317317067074,0.0,4.0
18,0.32589810254743634,0.0,3.0
19,0.18146421339466515,0.0,2.0
20,0.12737181570460737,0.0,1.0
21,0.10179745506362341,0.0,0.0
22,0.0849353766155846,0.0,0.0
23,0.07046073848153796,0.0,0.0
24,0.0574923126921827,0.0,0.0
25,0.045655108622284446,0.0,0.0
26,0.03481162970925727,0.0,0.0
27,0.02493687657808555,0.0,0.0
28,0.01599960000999975,0.0,0.0
29,0.007706057348566286,0.0,0.0
30,0.0,0.0,0.0
