Day of isolation,Mean,Lower_CI,Upper_CI
0,31.842834770268148,23.70301099957553,52.84516563883854
1,30.298110159256446,22.213402959129198,51.30119395232595
2,27.46761433195345,18.490133782749556,47.93897682819337
3,24.28920366732646,14.326753391367982,44.49316449301134
4,21.11916652866587,10.957976764288217,40.92964680863313
5,18.067326873881765,7.911759077011618,37.85832943016149
6,15.265173348820753,5.322073482481547,34.66622795690215
7,12.597288939624075,3.2046560526763823,31.38711289246597
8,10.252537387499,1.5534010744316546,28.28609379678269
9,8.13885361101805,0.49833050051612693,25.59641182529329
10,6.282621000363818,0.0,22.94065871317303
11,4.612263551685944,0.0,20.689275277317986
12,3.2640992935502227,0.0,18.48058083034505
13,2.180017774403045,0.0,16.522494217816373
14,1.2915323057225545,0.0,14.898795201872705
15,0.6185555525637398,0.0,13.217966429461915
16,0.18858547020075633,0.0,11.593012968455428
17,0.0,0.0,10.072453375500114
18,0.0,0.0,8.546908388179748
19,0.0,0.0,7.101438102172241
20,0.0,0.0,5.708683733318939
21,0.0,0.0,4.589842482798597
22,0.0,0.0,3.592240579688807
23,0.0,0.0,2.716173645778927
24,0.0,0.0,1.9618651109316065
25,0.0,0.0,1.329483750372328
26,0.0,0.0,0.8191570114126083
27,0.0,0.0,0.42823372271363214
28,0.0,0.0,0.15842705283772363
29,0.0,0.0,0.0
30,0.0,0.0,0.0
