Day of isolation,Mean,Lower_CI,Upper_CI
0,23.965708358983093,17.96358935564126,48.06268598146998
1,22.444976410073444,16.478331187897588,46.54189484764614
2,19.412155760878704,13.637967937041878,42.25445054985885
3,16.215529055566734,10.739440812605098,37.90003720140107
4,13.072501190743628,8.099202567798404,33.59003487379705
5,10.024453892513403,5.757226014864506,29.8386949821325
6,7.1896794754068605,3.5430159736554128,26.306890586143165
7,4.594645525150227,1.8769033816560068,22.899810212683228
8,2.198720421227983,0.2177615643384664,19.635951496199958
9,0.7108961149724684,0.0,16.60389221590142
10,0.0,0.0,13.876258010446712
11,0.0,0.0,11.45539277887892
12,0.0,0.0,9.30540219985209
13,0.0,0.0,7.426212037876854
14,0.0,0.0,5.759575918865671
15,0.0,0.0,4.280842645643885
16,0.0,0.0,3.0516509317182936
17,0.0,0.0,1.9506184066483878
18,0.0,0.0,1.1588275468803475
19,0.0,0.0,0.5624669234416456
20,0.0,0.0,0.17795553978734102
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
