Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,1.0,0.9995,1.0
3,0.9991,0.9982,0.9996
4,0.9843,0.9813,0.9868
5,0.9716,0.9678,0.9751
6,0.9484,0.9433,0.953
7,0.9167,0.9104,0.9225
8,0.8754,0.868,0.8825
9,0.8356,0.8273,0.8435
10,0.7876,0.7785,0.7964
11,0.6998,0.6896,0.7097
12,0.6492,0.6387,0.6596
13,0.6086,0.5978,0.6192
14,0.5528,0.5419,0.5637
15,0.4679,0.457,0.4788
16,0.4015,0.3909,0.4123
17,0.3382,0.3279,0.3486
18,0.2725,0.2628,0.2824
19,0.2178,0.2089,0.2269
20,0.1775,0.1693,0.1861
21,0.1441,0.1365,0.1519
22,0.1106,0.1039,0.1176
23,0.0853,0.0794,0.0917
24,0.0671,0.0618,0.0728
25,0.0528,0.0482,0.058
26,0.0417,0.0376,0.0463
27,0.035,0.0312,0.0392
28,0.0256,0.0224,0.0293
29,0.0221,0.0191,0.0256
30,0.0184,0.0156,0.0215
