Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9995,1.0
1,1.0,0.9995,1.0
2,0.9996,0.9989,0.9999
3,0.9534,0.9486,0.9578
4,0.7719,0.7625,0.7809
5,0.5892,0.5784,0.5999
6,0.5157,0.5048,0.5267
7,0.473,0.4621,0.484
8,0.4463,0.4354,0.4572
9,0.4269,0.4161,0.4378
10,0.4049,0.3942,0.4157
11,0.3843,0.3737,0.395
12,0.3517,0.3413,0.3622
13,0.3216,0.3114,0.3319
14,0.284,0.2742,0.294
15,0.2374,0.2282,0.2468
16,0.1914,0.1829,0.2002
17,0.1474,0.1398,0.1554
18,0.1248,0.1178,0.1322
19,0.1024,0.096,0.1093
20,0.0841,0.0782,0.0904
21,0.0665,0.0612,0.0721
22,0.054,0.0492,0.0591
23,0.0449,0.0405,0.0496
24,0.0375,0.0335,0.0419
25,0.0329,0.0292,0.037
26,0.0292,0.0258,0.0332
27,0.0269,0.0235,0.0306
28,0.0236,0.0205,0.0272
29,0.0205,0.0176,0.0238
30,0.019,0.0162,0.0222
