Day of isolation,Mean,Lower_CI,Upper_CI
0,25.66136490007924,0.3022713518273301,40.31215026904316
1,25.66136490007924,0.3022713518273301,40.31215026904316
2,23.41196699060887,0.0,37.34081772034467
3,20.49075870948736,0.0,34.82939941482003
4,17.221611426691286,0.0,31.980215138839263
5,13.9612075917243,0.0,29.940893799913553
6,10.973960397578841,0.0,27.693977877819968
7,8.312825384089901,0.0,26.01147288362117
8,5.98661113368939,0.0,23.64660314299536
9,4.018744781147706,0.0,21.43147478451417
10,2.449126274343243,0.0,19.58832657987299
11,1.2506746551488495,0.0,17.450842592246165
12,0.4426531888046972,0.0,15.465141388378903
13,0.03371833405191804,0.0,13.83134399781504
14,0.0,0.0,12.120937396031392
15,0.0,0.0,10.421534913020299
16,0.0,0.0,8.858051755534248
17,0.0,0.0,7.394583028650136
18,0.0,0.0,6.062986620301307
19,0.0,0.0,4.916240741555754
20,0.0,0.0,3.8611881965103168
21,0.0,0.0,2.979419796986422
22,0.0,0.0,2.168405449279672
23,0.0,0.0,1.4870947742877956
24,0.0,0.0,0.993295852951988
25,0.0,0.0,0.5592799934216766
26,0.0,0.0,0.24905873159174785
27,0.0,0.0,0.06700203309572055
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
