Day of isolation,Mean,Lower_CI,Upper_CI
0,25.95460011886709,0.3022713518273301,40.312151613370155
1,25.95460011886709,0.3022713518273301,40.312151613370155
2,23.639132748524478,0.0,37.340817336127294
3,20.699172830571428,0.0,34.83047526881634
4,17.39738480338115,0.0,31.982710172322065
5,14.16197893014807,0.0,29.974516771650986
6,11.120044772001691,0.0,27.79338317611812
7,8.49470332836453,0.0,26.133402002720416
8,6.138523292611815,0.0,23.735235820561634
9,4.158423220246912,0.0,21.474982734567778
10,2.560494590313099,0.0,19.588518706279984
11,1.3456101910986837,0.0,17.451027152775843
12,0.5324222673724153,0.0,15.548567549732176
13,0.07393082105810578,0.0,13.877579181350054
14,0.0,0.0,12.120937499591808
15,0.0,0.0,10.421535049600887
16,0.0,0.0,8.858054190087625
17,0.0,0.0,7.394585309591686
18,0.0,0.0,6.062988739840279
19,0.0,0.0,4.916241028070963
20,0.0,0.0,3.8611883602225427
21,0.0,0.0,2.9794208321063653
22,0.0,0.0,2.168406334625791
23,0.0,0.0,1.5511072099225602
24,0.0,0.0,1.1573381416030073
25,0.0,0.0,0.7081959278588483
26,0.0,0.0,0.34827393701693055
27,0.0,0.0,0.112208627665078
28,0.0,0.0,0.02601042504815892
29,0.0,0.0,0.0
30,0.0,0.0,0.0
