Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0031811704707382315,0.0,0.0
2,0.006956076098097548,0.0,0.0
3,0.011887202819929502,0.0,0.0
4,0.01746206344841379,0.0,0.0
5,0.023574410639734006,0.0,0.0
6,0.030305492362690933,0.0,0.0
7,0.038061548461288466,0.0,0.0
8,0.046767580810479735,0.0,0.0
9,0.055979850503737404,0.0,0.0
10,0.06556711082222945,0.0,0.0
11,0.0759793505162371,0.0,0.0
12,0.11321591960200995,0.0,1.0
13,0.5585110372240694,0.0,2.0
14,1.45206369840754,0.0,3.0
15,2.4298205044873877,1.0,4.0
16,3.41929576760581,2.0,5.0
17,4.411470963225919,3.0,6.0
18,5.404921126971826,4.0,7.0
19,6.399727506812329,5.0,8.0
20,7.3954338641533965,6.0,9.0
21,8.392065198370041,7.0,10.0
22,9.38958401039974,8.0,11.0
23,10.387665308367291,9.0,12.0
24,11.386159096022599,10.0,13.0
25,12.385171620709482,11.0,14.0
26,13.38441538961526,12.0,15.0
27,14.3838404039899,13.0,16.0
28,15.383421664458389,14.0,17.0
29,16.383196670083247,15.0,18.0
30,17.383196670083247,16.0,19.0
