Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,1.0
4,0.0,0.0,2.0
5,0.0,0.0,3.0
6,0.0,0.0,4.0
7,0.0,0.0,5.0
8,0.0,0.0,6.0
9,0.0,0.0,7.0
10,0.0,0.0,8.0
11,0.0,0.0,9.0
12,0.0,0.0,10.0
13,0.0,0.0,11.0
14,0.0,0.0,12.0
15,1.0,0.0,13.0
16,2.0,0.0,14.0
17,3.0,0.0,15.0
18,4.0,0.0,16.0
19,5.0,0.0,17.0
20,6.0,0.0,18.0
21,7.0,1.0,19.0
22,8.0,2.0,20.0
23,9.0,3.0,21.0
24,10.0,4.0,22.0
25,11.0,5.0,23.0
26,12.0,6.0,24.0
27,13.0,7.0,25.0
28,14.0,8.0,26.0
29,15.0,9.0,27.0
30,16.0,10.0,28.0
