Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,1.0
12,0.0,0.0,2.0
13,0.0,0.0,3.0
14,0.0,0.0,4.0
15,1.0,0.0,5.0
16,2.0,0.0,6.0
17,3.0,0.0,7.0
18,4.0,1.0,8.0
19,5.0,2.0,9.0
20,6.0,3.0,10.0
21,7.0,4.0,11.0
22,8.0,5.0,12.0
23,9.0,6.0,13.0
24,10.0,7.0,14.0
25,11.0,8.0,15.0
26,12.0,9.0,16.0
27,13.0,10.0,17.0
28,14.0,11.0,18.0
29,15.0,12.0,19.0
30,16.0,13.0,20.0
