Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0006812329691757706,0.0,0.0
4,0.0016937076573085672,0.0,0.0
5,0.002818679533011675,0.0,0.0
6,0.004556136096597585,0.0,0.0
7,0.006881077973050674,0.0,0.0
8,0.01000599985000375,0.0,0.0
9,0.013618409539761506,0.0,0.0
10,0.01781830454238644,0.0,0.0
11,0.022711932201694957,0.0,0.0
12,0.028086797830054248,0.0,0.0
13,0.03398665033374166,0.0,0.0
14,0.04013649658758531,0.0,0.0
15,0.04769880752981175,0.0,0.0
16,0.07641683957901052,0.0,1.0
17,0.2826554336141596,0.0,2.0
18,0.8724406889827754,0.0,3.0
19,1.7275505612359692,0.0,4.0
20,2.6741143971400714,0.0,5.0
21,3.64918377040574,1.0,6.0
22,4.632352941176471,2.0,7.0
23,5.617884552886178,3.0,8.0
24,6.604991125221869,4.0,9.0
25,7.593128921776955,5.0,10.0
26,8.582341691457714,6.0,11.0
27,9.57251068723282,7.0,12.0
28,10.563579660508488,8.0,13.0
29,11.555273618159546,9.0,14.0
30,12.547598810029749,10.0,15.0
