Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,1.0
6,0.0,0.0,2.0
7,0.0,0.0,3.0
8,0.0,0.0,4.0
9,1.0,0.0,5.0
10,2.0,0.0,6.0
11,3.0,0.0,7.0
12,4.0,0.0,8.0
13,5.0,0.0,9.0
14,6.0,0.0,10.0
15,7.0,0.0,11.0
16,8.0,0.0,12.0
17,9.0,0.0,13.0
18,10.0,0.0,14.0
19,11.0,1.0,15.0
20,12.0,2.0,16.0
21,13.0,3.0,17.0
22,14.0,4.0,18.0
23,15.0,5.0,19.0
24,16.0,6.0,20.0
25,17.0,7.0,21.0
26,18.0,8.0,22.0
27,19.0,9.0,23.0
28,20.0,10.0,24.0
29,21.0,11.0,25.0
30,22.0,12.0,26.0
