Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,1.0
11,1.0,0.0,2.0
12,2.0,0.0,3.0
13,3.0,0.0,4.0
14,4.0,1.0,5.0
15,5.0,2.0,6.0
16,6.0,3.0,7.0
17,7.0,4.0,8.0
18,8.0,5.0,9.0
19,9.0,6.0,10.0
20,10.0,7.0,11.0
21,11.0,8.0,12.0
22,12.0,9.0,13.0
23,13.0,10.0,14.0
24,14.0,11.0,15.0
25,15.0,12.0,16.0
26,16.0,13.0,17.0
27,17.0,14.0,18.0
28,18.0,15.0,19.0
29,19.0,16.0,20.0
30,20.0,17.0,21.0
