Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,1.0
3,0.0,0.0,2.0
4,0.0,0.0,3.0
5,1.0,0.0,4.0
6,2.0,0.0,5.0
7,3.0,0.0,6.0
8,4.0,0.0,7.0
9,5.0,0.0,8.0
10,6.0,0.0,9.0
11,7.0,0.0,10.0
12,8.0,0.0,11.0
13,9.0,0.0,12.0
14,10.0,0.0,13.0
15,11.0,0.0,14.0
16,12.0,0.0,15.0
17,13.0,0.0,16.0
18,14.0,0.0,17.0
19,15.0,0.0,18.0
20,16.0,1.0,19.0
21,17.0,2.0,20.0
22,18.0,3.0,21.0
23,19.0,4.0,22.0
24,20.0,5.0,23.0
25,21.0,6.0,24.0
26,22.0,7.0,25.0
27,23.0,8.0,26.0
28,24.0,9.0,27.0
29,25.0,10.0,28.0
30,26.0,11.0,29.0
