Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0005562360940976475,0.0,0.0
3,0.002906177345566361,0.0,0.0
4,0.006906077348066298,0.0,0.0
5,0.012762180945476364,0.0,0.0
6,0.020324491887702807,0.0,0.0
7,0.028543036424089396,0.0,0.0
8,0.14206519837004075,0.0,1.0
9,0.6853016174595635,0.0,2.0
10,1.5224869378265544,0.0,3.0
11,2.468457038574036,0.0,4.0
12,3.451676208094798,1.0,5.0
13,4.443526411839704,2.0,6.0
14,5.437932801679958,3.0,7.0
15,6.433557911052223,4.0,8.0
16,7.42992050198745,5.0,9.0
17,8.42681432964176,6.0,10.0
18,9.42423939401515,7.0,11.0
19,10.422170695732607,8.0,12.0
20,11.420376990575235,9.0,13.0
21,12.41892702682433,10.0,14.0
22,13.41775830604235,11.0,15.0
23,14.416939576510588,12.0,16.0
24,15.416370840728982,13.0,17.0
25,16.415852103697407,14.0,18.0
26,17.41545836354091,15.0,19.0
27,18.415170870728232,16.0,20.0
28,19.41494587635309,17.0,21.0
29,20.414795880102997,18.0,22.0
30,21.41467088322792,19.0,23.0
